idenccc,ordentra,nuts1,cnace,estrato2,control,mercado,regulacion,sexo,tipopais,cno1,responsa,estu,anoanti,mesanti,tipojor,tipocon,fijodism,fijodisd,val,van,puentes,jap,jsp1,jsp2,hextra,drelabm,siespm1,dsiespm1,siespm2,dsiespm2,salbase,extraorm,phextra,comsal,comsaltt,irpfmes,cotiza,base,drelabam,drelabad,siespa1,dsiespa1,siespa2,dsiespa2,siespa3,dsiespa3,siespa4,dsiespa4,retrinoin,retriin,gextra,vespnoin,vespin,anos2,factotal,diasmes,diasrelaba,diasano,salmes,salmor,salneto,salanual,salaor,jmp1,salhora,treatment,outcome
00023710,13,5,Q0,3,1,1,2,6,1,B0,0,6,19,9,1,1,0,0,0,30,0,1840,40,0,0,31,6,0,6,0,1993.33,0,0,1589.45,710.46,763.83,257.39,4053.41,12,0,1,4,6,0,6,0,6,0,50175.54,79.38,7141.46,0,0,04,52.25,31,365,365,3582.78,3582.78,2561.56,50254.92,43113.46,174,20.5906896551724,1,2561.56
00023710,14,5,Q0,3,1,1,2,6,1,B0,0,6,44,2,2,2,0,0,0,30,0,405,9,0,0,31,6,0,6,0,498.33,0,0,187.11,0,0,189.11,2978.16,12,0,6,0,6,0,6,0,6,0,10481.27,0,1591.32,0,0,06,52.25,31,365,365,685.44,685.44,496.33,10481.27,8889.95,39.15,17.5080459770115,1,496.33
00023710,16,5,Q0,3,1,1,2,6,1,B0,0,6,20,9,1,1,0,0,0,30,0,1840,40,0,0,31,6,0,6,0,1993.33,0,0,2543.28,1798.89,1052.95,262.85,4139.4,12,0,6,0,6,0,6,0,6,0,55171.26,0,6135.61,0,0,04,52.25,31,365,365,4536.61,4536.61,3220.81,55171.26,49035.65,174,26.0724712643678,1,3220.81
00023710,19,5,Q0,3,1,1,2,6,1,B0,0,6,39,6,1,1,0,0,0,30,0,1620,36,15,0,31,6,0,6,0,1993.33,0,0,843.61,450.79,642.75,236.18,3719.37,12,0,1,10,6,0,6,0,6,0,41785.84,678.5,6489.67,0,0,06,52.25,31,365,365,2836.94,2836.94,1958.01,42464.34,35974.67,157.6875,17.9908997225525,1,1958.01
00023710,23,5,Q0,3,1,1,2,6,1,B0,0,6,34,9,2,1,0,0,0,30,0,1506,32,0,0,31,6,0,6,0,1853.8,0,0,696.06,0,455.66,185.14,2915.45,12,0,1,7,6,0,6,0,6,0,36486.13,536.17,5861.53,0,0,05,52.25,31,365,365,2549.86,2549.86,1909.06,37022.3,31160.77,139.2,18.3179597701149,1,1909.06
00023710,24,5,Q0,3,1,1,2,1,1,B0,0,6,35,2,1,1,0,0,0,30,0,1620,36,15,0,31,6,0,6,0,1993.33,0,0,843.61,521.81,696.6,240.52,3787.67,12,0,1,7,6,0,6,0,6,0,43908.27,505.45,6441.74,0,0,06,52.25,31,365,365,2836.94,2836.94,1899.82,44413.72,37971.98,157.6875,17.9908997225525,1,1899.82
00023710,25,5,Q0,3,1,1,2,6,1,B0,0,6,8,9,1,1,0,0,0,30,0,1840,36,15,0,31,6,0,6,0,1993.33,0,0,1353,1040.38,738.2,236.91,3730.88,12,0,1,11,6,0,6,0,6,0,43987.46,814.44,6194.58,0,0,03,52.25,31,365,365,3346.33,3346.33,2371.22,44801.9,38607.32,157.6875,21.2212762584225,1,2371.22
00023721,01,5,Q0,3,1,1,1,6,1,B0,1,6,28,0,1,1,0,0,22,0,6,1620,37,30,0,31,6,0,6,0,1993.33,0,0,912.64,0,666.15,260.97,4109.79,12,0,1,9,6,0,6,0,6,0,48059,977,10667,0,0,05,28.29,31,365,365,2905.97,2905.97,1978.85,49036,38369,163.125,17.8143754789272,1,1978.85
00023721,05,5,Q0,3,1,1,1,6,1,B0,0,6,16,3,1,1,0,0,22,0,6,1620,37,30,0,31,6,0,6,0,1993.33,0,0,393.43,34.84,495.44,210.28,3311.49,12,0,1,2,6,0,6,0,6,0,41312,77,7613,0,0,04,28.29,31,365,365,2386.76,2386.76,1681.04,41389,33776,163.125,14.6314789272031,1,1681.04
00023721,06,5,Q0,3,1,1,1,1,1,B0,0,6,26,3,1,1,0,0,22,0,6,1620,37,30,0,31,6,0,6,0,1993.33,0,0,765.77,94.01,596.08,240.82,3792.57,12,0,1,16,6,0,6,0,6,0,43501,847,7923,0,0,05,28.29,31,365,365,2759.1,2759.1,1922.2,44348,36425,163.125,16.9140229885057,1,1922.2
00023721,21,5,Q0,3,1,1,1,6,1,B0,0,6,28,5,1,1,0,0,22,0,6,1620,37,30,0,31,6,0,6,0,1993.33,0,0,527.93,24.12,501.79,220.91,3478.96,12,0,1,10,6,0,6,0,6,0,41010,479,7957,0,0,05,28.29,31,365,365,2521.26,2521.26,1798.56,41489,33532,163.125,15.456,1,1798.56
00023721,22,5,Q0,3,1,1,1,6,1,B0,0,6,34,0,1,1,0,0,22,0,6,1620,37,30,0,31,6,0,6,0,1993.33,0,0,923.56,0,611.66,250.15,3939.44,12,0,6,0,6,0,6,0,6,0,44586,0,8135,0,0,05,28.29,31,365,365,2916.89,2916.89,2055.08,44586,36451,163.125,17.8813180076628,1,2055.08
00023741,07,5,Q0,2,1,2,5,6,2,B0,0,6,23,0,1,1,0,0,0,30,1,1642,37,30,0,31,6,0,6,0,1071.06,0,0,3779.76,0,1267.52,149.01,3104.55,12,0,1,51,6,0,6,0,6,0,59596.88,3073.65,3218.28,0,0,06,37.78,31,365,365,4850.82,4850.82,3434.29,62670.53,59452.25,163.125,29.7368275862069,1,3434.29
00023741,11,5,Q0,2,1,2,5,6,1,B0,0,6,10,0,1,1,0,0,0,30,1,1642,37,30,0,31,6,0,6,0,1071.06,0,0,1932.88,0,507.67,155.84,3246.51,12,0,6,0,6,0,6,0,6,0,34163.67,0,2711.46,0,0,03,37.78,31,365,365,3003.94,3003.94,2340.43,34163.67,31452.21,163.125,18.4149578544061,1,2340.43
00023741,15,5,Q0,2,1,2,5,6,1,B0,0,6,37,9,1,1,0,0,0,30,1,1642,37,30,0,31,6,0,6,0,1071.06,0,0,2786.73,0,987.37,196.69,4139.4,12,0,6,0,6,0,6,0,6,0,51672.29,0,3464.34,0,0,06,37.78,31,365,365,3857.79,3857.79,2673.73,51672.29,48207.95,163.125,23.6492873563218,1,2673.73
00023741,16,5,Q0,2,1,2,5,1,1,B0,0,6,2,2,1,1,0,0,0,30,1,1642,37,30,0,31,6,0,6,0,1071.06,0,0,1477.21,0,520.68,133.64,2784.24,12,0,6,0,6,0,6,0,6,0,37949.48,0,2865,0,0,06,37.78,31,365,365,2548.27,2548.27,1893.95,37949.48,35084.48,163.125,15.6215785440613,1,1893.95
00023924,04,5,Q0,1,2,1,2,6,1,C0,0,6,13,8,2,1,0,0,30,0,2,570,11,0,0,31,6,0,6,0,578.02,0,0,224.71,0,184.63,59.55,937.83,12,0,6,0,6,0,6,0,6,0,8453.22,0,0,0,0,05,268.58,31,365,365,802.73,802.73,558.55,8453.22,8453.22,47.85,16.7759665621735,0,558.55
00023934,11,5,Q0,3,1,1,5,6,1,B0,0,6,31,0,1,2,0,0,22,0,6,1642,37,30,0,31,6,0,6,0,1071.06,0,0,2191.33,0,694.56,237.5,3740.26,12,0,6,0,6,0,6,0,6,0,49812.83,0,9006.05,0,0,05,91.45,31,365,365,3262.39,3262.39,2330.33,49812.83,40806.78,163.125,19.9993256704981,1,2330.33
00023934,13,5,Q0,3,1,1,5,6,1,B0,0,6,18,3,1,2,0,0,22,0,6,1642,37,30,0,31,6,0,6,0,1071.06,0,0,1804.23,0,590.87,209.28,3295.66,12,0,6,0,6,0,6,0,6,0,43054.05,0,8282.7,0,0,06,91.45,31,365,365,2875.29,2875.29,2075.14,43054.05,34771.35,163.125,17.6262988505747,1,2075.14
00023934,17,5,Q0,3,1,1,5,6,1,B0,0,6,22,8,1,2,0,0,22,0,6,1642,37,30,0,31,6,0,6,0,1071.06,0,0,1648.63,0,539.04,197.52,3110.62,12,0,6,0,6,0,6,0,6,0,40761.23,0,7926.76,0,0,06,91.45,31,365,365,2719.69,2719.69,1983.13,40761.23,32834.47,163.125,16.6724291187739,1,1983.13
00023934,18,5,Q0,3,1,1,5,6,1,B0,0,6,16,0,2,2,0,0,22,0,6,1150,25,0,0,31,6,0,6,0,856.85,0,0,2289.62,0,818.08,166.54,2622.8,12,0,6,0,6,0,1,365,6,0,56578.27,0,6984.77,0,0,04,91.45,31,365,365,3146.47,3146.47,2161.85,56578.27,49593.5,108.75,28.9330574712644,1,2161.85
00023934,21,5,Q0,3,1,1,5,6,1,B0,1,6,12,8,1,2,0,0,22,0,6,1642,37,30,0,31,6,0,6,0,1071.06,0,0,2286.4,0,854.13,245.22,3861.71,12,0,6,0,6,0,6,0,6,0,57935.42,0,10593.66,0,0,04,91.45,31,365,365,3357.46,3357.46,2258.11,57935.42,47341.76,163.125,20.5821302681992,1,2258.11
00023934,22,5,Q0,3,1,1,5,6,1,B0,0,6,16,5,1,2,0,0,22,0,6,1642,37,30,0,31,6,0,6,0,1071.06,0,0,2024.36,0,672.94,225.69,3554.24,12,0,6,0,6,0,6,0,6,0,45068.59,0,8539.43,0,0,05,91.45,31,365,365,3095.42,3095.42,2196.79,45068.59,36529.16,163.125,18.975754789272,1,2196.79
00023934,24,5,Q0,3,1,1,5,1,1,B0,0,6,3,7,1,2,0,0,22,0,6,1642,37,30,0,31,6,0,6,0,1071.06,0,0,1227.25,0,487.47,167.09,2631.3,12,0,6,0,6,0,6,0,6,0,34809.5,0,5505.66,0,0,03,91.45,31,365,365,2298.31,2298.31,1643.75,34809.5,29303.84,163.125,14.0892567049808,1,1643.75
00023955,01,5,Q0,1,2,1,2,6,1,C0,0,6,5,8,1,1,0,0,31,0,1,1591,37,0,0,31,6,0,6,0,1954.84,0,0,35,0,318.25,144.82,2280.65,12,0,1,19,6,0,6,0,6,0,29097.57,989.95,2879.06,0,0,03,166.25,31,365,365,1989.84,1989.84,1526.77,30087.52,27208.46,160.95,12.3630941286114,0,1526.77
00023981,02,5,Q0,2,2,1,2,1,1,D0,1,6,4,0,2,1,0,0,0,30,0,288,6,0,0,31,6,0,6,0,201.43,0,0,0,0,35.47,12.79,201.43,12,0,6,0,1,112,6,0,6,0,1682.92,0,0,0,0,04,7.02,31,365,253,201.43,201.43,153.17,2427.92806324111,2427.92806324111,26.1,7.7176245210728,0,153.17
00023981,03,5,Q0,2,2,1,2,6,1,H0,0,6,4,0,2,1,0,0,0,30,0,630,14,0,0,31,6,0,6,0,698.34,0,0,32.37,0,43.84,46.4,730.71,12,0,6,0,6,0,6,0,6,0,8768.52,0,0,0,0,02,56.14,31,365,365,730.71,730.71,640.47,8768.52,8768.52,60.9,11.9985221674877,0,640.47
00023981,04,5,Q0,2,2,1,2,6,1,H0,0,6,0,3,2,2,0,0,0,30,0,910,20,0,0,31,6,0,6,0,745.01,0,0,0,0,14.9,47.31,745.01,5,0,6,0,6,0,6,0,6,0,3758.69,0,0,0,0,03,56.14,31,152.1,152.1,745.01,745.01,682.8,9019.86752136752,9019.86752136752,87,8.56333333333333,0,682.8
00024081,02,5,Q0,1,1,1,5,6,1,C0,0,6,0,11,2,1,0,0,30,0,15,720,10,0,0,31,6,0,6,0,321.47,0,0,115.31,0,0,31.14,436.78,12,0,6,0,6,0,6,0,6,0,8837.18,0,450,0,0,02,13.4,31,365,365,436.78,436.78,405.64,8837.18,8387.18,43.5,10.0409195402299,1,405.64
00024210,10,5,Q0,3,2,1,2,6,1,E0,0,6,18,6,1,1,0,0,22,0,0,1704,40,0,0,31,6,0,6,0,1692.92,0,0,714.72,0,385.22,174.66,2750.58,12,0,6,0,6,0,6,0,6,0,29397.24,0,4812.04,0,0,05,51.72,31,365,365,2407.64,2407.64,1847.76,29397.24,24585.2,174,13.8370114942529,0,1847.76
00024221,02,5,Q0,3,2,1,2,6,1,B0,1,6,20,5,1,1,0,0,0,30,5,1620,37,0,12,31,6,0,6,0,1993.33,0,312.72,1599.63,96.48,803.75,256.59,3728.03,12,0,6,0,6,0,6,0,6,0,50478.22,0,8386.41,0,0,04,22.55,31,365,365,3905.68,3905.68,2845.34,50478.22,42091.81,172.95,22.5827117664065,0,2845.34
00024221,08,5,Q0,3,2,1,2,6,1,B0,1,6,21,4,1,1,0,0,0,30,6,1417,31,30,0,31,6,0,6,0,1744.16,0,0,1365.53,384.42,615.72,222.37,3501.86,12,0,6,0,6,0,6,0,6,0,42931.65,0,7347.06,0,0,04,22.55,31,365,365,3109.69,3109.69,2271.6,42931.65,35584.59,137.025,22.6943258529466,0,2271.6
00024221,12,5,Q0,3,2,1,2,6,1,B0,1,6,26,1,1,1,0,0,0,30,5,1620,37,0,0,31,6,0,6,0,1993.33,0,0,1212.7,238.92,701.16,232.13,3655.54,12,0,1,7,6,0,6,0,6,0,46435.88,552.03,8412.41,0,0,05,22.55,31,365,365,3206.03,3206.03,2272.74,46987.91,38575.5,160.95,19.9194159676918,0,2272.74
00024221,13,5,Q0,3,2,1,2,1,1,B0,1,6,20,6,1,1,0,0,0,30,4,1620,37,0,0,31,6,0,6,0,1993.33,0,0,1193.09,96.48,623.58,230.77,3634.21,12,0,1,1,6,0,6,0,6,0,47461.66,133.12,8387.09,0,0,05,22.55,31,365,365,3186.42,3186.42,2332.07,47594.78,39207.69,160.95,19.7975768872321,0,2332.07
00024221,15,5,Q0,3,2,1,2,6,1,C0,0,6,25,4,1,1,0,0,0,30,7,1620,37,0,0,31,6,0,6,0,1993.33,0,0,857.47,0,556.19,208.32,3280.71,12,0,1,5,6,0,6,0,6,0,42275.56,131.24,8177.21,0,0,04,22.55,31,365,365,2850.8,2850.8,2086.29,42406.8,34229.59,160.95,17.7123330226779,0,2086.29
00024221,18,5,Q0,3,2,1,2,1,1,B0,1,6,21,1,1,1,0,0,0,30,1,1620,37,0,12,31,6,0,6,0,1993.33,0,312.96,1718.98,192.96,872.02,263.84,3847.54,12,0,1,14,6,0,6,0,6,0,49978.4,1181.99,8395.63,0,0,04,22.55,31,365,365,4025.27,4025.27,2889.41,51160.39,42764.76,172.95,23.2741832899682,0,2889.41
00024221,19,5,Q0,3,2,1,2,6,1,B0,1,6,13,9,1,1,0,0,0,30,14,1562,42,0,0,31,6,0,6,0,1993.33,0,0,2509.29,648.87,1106.74,262.85,4139.4,12,0,1,19,6,0,6,0,6,0,57268.44,1324.63,9138.7,0,0,04,22.55,31,365,365,4502.62,4502.62,3133.03,58593.07,49454.37,182.7,24.6448823207444,0,3133.03
00024268,01,5,Q0,3,1,1,5,6,1,B0,0,6,30,1,1,2,0,0,22,0,0,1642,37,33,0,31,6,0,6,0,1071.06,0,0,2074.35,0,639.15,228.96,3605.54,12,0,6,0,6,0,6,0,6,0,47122.01,0,6405.51,0,0,06,194.86,31,365,365,3145.41,3145.41,2277.3,47122.01,40716.5,163.3425,19.2565315211901,1,2277.3
00024268,02,5,Q0,3,1,1,5,6,1,H0,0,6,19,7,1,2,0,0,22,0,0,1642,37,30,0,31,6,0,6,0,669.3,0,0,1243.39,0,281.36,127.78,2054.27,12,0,1,134,6,0,6,0,6,0,17695.19,10264.75,3248.85,0,0,04,194.86,31,365,365,1912.69,1912.69,1503.55,27959.94,24711.09,163.125,11.7253026819923,1,1503.55
00024268,05,5,Q0,3,1,1,5,6,1,B0,0,6,5,3,2,2,0,0,22,0,0,547,12,30,0,31,6,0,6,0,357.02,0,0,753.18,0,112.98,54.74,862.03,12,0,6,0,6,0,6,0,6,0,11572.83,0,1981.81,0,0,02,194.86,31,365,365,1110.2,1110.2,942.48,11572.83,9591.02,54.375,20.4174712643678,1,942.48
00024268,06,5,Q0,3,1,1,5,6,1,B0,0,6,26,9,1,1,0,0,22,0,0,1642,37,30,0,31,6,0,6,0,856.85,0,0,2764.35,0,526.06,197.46,2716.68,12,0,1,6,6,0,1,240,6,0,12712.32,26279.26,5101.36,0,0,05,194.86,31,365,365,3621.2,3621.2,2897.68,38991.58,33890.22,163.125,22.1989272030651,1,2897.68
00024268,07,5,Q0,3,1,1,5,1,1,B0,0,6,13,3,1,2,0,0,22,0,0,1642,37,30,0,31,6,0,6,0,1071.06,0,0,7050.39,0,2180.69,262.85,2924.36,12,0,6,0,6,0,6,0,6,0,83764.3,0,6117.88,0,0,04,194.86,31,365,365,8121.45,8121.45,5677.91,83764.3,77646.42,163.125,49.7866666666667,1,5677.91
00024268,09,5,Q0,3,1,1,5,6,1,B0,0,6,16,3,1,2,0,0,22,0,0,1642,37,30,0,31,6,0,6,0,803.3,0,0,2724.38,0,460.69,191.97,2348.63,12,0,1,8,6,0,1,359,6,0,35526.91,796.12,4854.13,0,0,04,194.86,31,365,365,3527.68,3527.68,2875.02,36323.03,31468.9,163.125,21.6256245210728,1,2875.02
00024268,10,5,Q0,3,1,1,5,6,1,B0,0,6,17,9,1,1,0,0,22,0,0,1642,37,30,0,31,6,0,6,0,856.85,0,0,2498.47,0,449.72,178.89,2505.2,12,0,6,0,6,0,1,196,6,0,34890.31,0,4651.87,0,0,04,194.86,31,365,365,3355.32,3355.32,2726.71,34890.31,30238.44,163.125,20.5690114942529,1,2726.71
00024268,18,5,Q0,3,1,1,5,6,1,B0,0,6,8,0,1,2,0,0,22,0,0,1472,37,30,0,31,6,0,6,0,1071.06,0,0,3398.02,0,737.71,238.7,2837.15,12,0,1,10,6,0,6,0,6,0,44247.1,1246.4,6002.84,0,0,03,194.86,31,365,365,4469.08,4469.08,3492.67,45493.5,39490.66,163.125,27.3966590038314,1,3492.67
00024463,04,5,Q0,3,1,2,2,6,1,B0,0,6,20,5,1,1,0,0,0,30,8,1640,40,0,0,31,6,0,6,0,2098.48,0,0,833.17,441.74,706.9,235.46,3707.92,12,0,1,16,6,0,6,0,6,0,45829.9,0,4014.9,0,0,04,779.12,31,365,365,2931.65,2931.65,1989.29,45829.9,41815,174,16.8485632183908,1,1989.29
00024463,06,5,Q0,3,1,2,2,6,1,B0,0,6,5,4,1,1,0,0,22,0,6,1640,40,0,0,31,6,0,6,0,2240.04,0,0,398.14,0,577.22,192.28,3028.19,12,0,6,0,6,0,6,0,6,0,26444.81,0,1193.99,0,0,03,779.12,31,365,365,2638.18,2638.18,1868.68,26444.81,25250.82,174,15.1619540229885,1,1868.68
00024463,09,5,Q0,3,1,2,2,1,1,B0,0,6,14,9,1,1,0,0,0,30,6,1640,40,0,0,31,6,0,6,0,2098.48,0,0,437.43,0,68.71,226.87,3572.8,12,0,6,0,6,0,6,0,6,0,26564.48,0,3843.96,0,0,04,779.12,31,365,365,2535.91,2535.91,2240.33,26564.48,22720.52,174,14.5741954022989,1,2240.33
00024463,10,5,Q0,3,1,2,2,6,1,B0,0,6,17,5,1,1,0,0,0,30,6,1640,40,0,0,31,6,0,6,0,2098.48,0,0,1097.92,351.49,736.19,247.13,3891.85,12,0,6,0,6,0,6,0,6,0,49065.55,0,4127.46,0,0,05,779.12,31,365,365,3196.4,3196.4,2213.08,49065.55,44938.09,174,18.3701149425287,1,2213.08
00024463,12,5,Q0,3,1,2,2,6,1,B0,0,6,23,5,1,1,0,0,0,30,8,1640,40,0,0,31,6,0,6,0,2082.11,0,0,311.26,0,0,240.58,3788.92,12,0,6,0,6,0,6,0,6,0,26398.66,0,4038,0,0,06,779.12,31,365,365,2393.37,2393.37,2152.79,26398.66,22360.66,174,13.755,1,2152.79
00024463,16,5,Q0,3,1,2,2,1,1,B0,0,6,17,5,1,1,0,0,23,0,6,1640,40,0,0,31,6,0,6,0,2082.11,0,0,794.29,0,726.12,240.31,3784.76,12,0,6,0,6,0,6,0,6,0,47519.9,0,3738.44,0,0,04,779.12,31,365,365,2876.4,2876.4,1909.97,47519.9,43781.46,174,16.5310344827586,1,1909.97
00024463,24,5,Q0,3,1,2,2,6,1,C0,0,6,32,5,1,1,0,0,26,0,11,1640,40,0,0,31,6,0,6,0,2027.38,0,0,1086.77,0,629.67,218.86,3446.69,12,0,6,0,6,0,6,0,6,0,42422.7,0,4053.9,0,0,05,779.12,31,365,365,3114.15,3114.15,2265.62,42422.7,38368.8,174,17.8974137931035,1,2265.62
00024463,25,5,Q0,3,1,2,2,6,1,B0,0,6,23,5,1,1,0,0,24,0,8,1640,40,0,0,31,6,0,6,0,2244.28,0,0,1059.9,0,661.5,230.98,3637.57,12,0,6,0,6,0,6,0,6,0,44962,0,4053.9,0,0,05,779.12,31,365,365,3304.18,3304.18,2411.7,44962,40908.1,174,18.9895402298851,1,2411.7
00024505,04,5,Q0,3,1,1,5,6,1,B0,0,6,20,4,1,2,0,0,22,0,0,1643,37,30,0,31,6,0,6,0,1645.84,0,0,584.13,584.13,401.39,153.91,2064.33,12,0,1,12,6,0,6,0,6,0,35155.25,825.88,0,0,0,04,20.45,31,365,365,2229.97,2229.97,1674.67,35981.13,35981.13,163.125,13.6703141762452,1,1674.67
00024505,06,5,Q0,3,1,1,5,6,1,B0,0,6,7,5,1,2,0,0,22,0,0,1643,37,30,0,31,6,0,6,0,2419.02,0,0,126.04,126.04,278.29,156.22,2451.24,12,0,1,47,6,0,6,0,6,0,23505.79,2682.87,0,0,0,03,20.45,31,365,365,2545.06,2545.06,2110.55,26188.66,26188.66,163.125,15.6019003831418,1,2110.55
00024505,07,5,Q0,3,1,1,5,1,1,B0,0,6,13,4,1,2,0,0,22,0,0,1643,37,30,0,31,6,0,6,0,2351.21,0,0,338.04,338.04,491.01,189.2,2719.33,12,0,6,0,6,0,6,0,6,0,27190.19,0,0,0,0,03,20.45,31,365,365,2689.25,2689.25,2009.04,27190.19,27190.19,163.125,16.4858237547893,1,2009.04
00024505,08,5,Q0,3,1,1,5,6,2,B0,0,6,17,6,1,2,0,0,22,0,0,1643,37,30,0,31,6,0,6,0,2351.21,0,0,631.21,631.21,569.64,206.47,2883.51,12,0,1,153,6,0,6,0,6,0,31509.04,14945.67,0,0,0,06,20.45,31,365,365,2982.42,2982.42,2206.31,46454.71,46454.71,163.125,18.2830344827586,1,2206.31
00024505,12,5,Q0,3,1,1,5,6,1,B0,0,6,16,6,1,2,0,0,22,0,0,1643,37,30,0,31,6,0,6,0,1763.43,0,0,364.43,364.43,371.1,152.6,2207.07,12,0,6,0,6,0,6,0,6,0,34065.32,0,0,0,0,03,20.45,31,365,365,2127.86,2127.86,1604.16,34065.32,34065.32,163.125,13.0443524904215,1,1604.16
00024505,13,5,Q0,3,1,1,5,1,1,B0,0,6,15,5,1,2,0,0,22,0,0,1643,37,30,0,31,6,0,6,0,2351.21,0,0,889.57,889.57,660.8,222.87,3033.51,12,0,1,69,6,0,6,0,6,0,26457.5,5452.43,0,0,0,04,20.45,31,365,365,3240.78,3240.78,2357.11,31909.93,31909.93,163.125,19.8668505747126,1,2357.11
00024505,22,5,Q0,3,1,1,5,6,1,B0,0,6,14,3,1,2,0,0,22,0,0,1643,37,30,0,31,6,0,6,0,2399.94,0,0,582.04,582.04,591.33,207.69,2779.71,12,0,1,8,6,0,6,0,6,0,39990.97,666.75,0,0,0,03,20.45,31,365,365,2981.98,2981.98,2182.96,40657.72,40657.72,163.125,18.280337164751,1,2182.96
00024602,02,5,Q0,3,1,1,3,1,1,O0,0,6,17,5,1,2,0,0,22,0,2,1657,37,30,0,31,6,0,6,0,1122.44,0,0,982.99,151.53,298.56,149.63,2356.37,12,0,6,0,6,0,6,0,6,0,28917.86,0,3294.44,0,0,04,77.12,31,365,365,2105.43,2105.43,1657.24,28917.86,25623.42,163.125,12.9068505747126,1,1657.24
00024602,08,5,Q0,3,1,1,3,6,1,D0,1,6,14,5,1,1,0,0,22,0,2,1620,40,0,0,31,6,0,6,0,1483.32,0,0,1041.59,0,504.98,182.76,2878.02,12,0,6,0,6,0,6,0,6,0,34777.73,0,4230.23,0,0,05,77.12,31,365,365,2524.91,2524.91,1837.17,34777.73,30547.5,174,14.5109770114943,1,1837.17
00024602,10,5,Q0,3,1,1,3,6,1,C0,0,6,5,8,1,2,0,0,22,0,2,1657,37,30,0,31,6,0,6,0,2483.26,0,0,697.24,0,639.93,216.93,3416.22,12,0,1,97,6,0,6,0,6,0,35624.53,6867.18,3806.56,0,0,05,77.12,31,365,365,3180.5,3180.5,2323.64,42491.71,38685.15,163.125,19.4973180076628,1,2323.64
00024602,11,5,Q0,3,1,1,3,6,1,C0,0,6,9,6,1,2,0,0,22,0,2,1657,37,30,0,31,6,0,6,0,2483.32,0,0,706.31,0,632.67,217,3434.25,12,0,6,0,6,0,6,0,6,0,41347.22,0,2822.14,0,0,05,77.12,31,365,365,3189.63,3189.63,2339.96,41347.22,38525.08,163.125,19.5532873563218,1,2339.96
00024602,14,5,Q0,3,1,1,3,6,1,H0,1,6,15,2,1,2,0,0,22,0,2,1620,40,0,0,31,6,0,6,0,1403,0,0,460.3,201.67,298.73,128.2,2220.61,12,0,6,0,6,0,6,0,6,0,26377.74,0,2896,0,0,05,77.12,31,365,365,1863.3,1863.3,1436.37,26377.74,23481.74,174,10.7086206896552,1,1436.37
00024602,21,5,Q0,3,1,1,3,6,1,C0,0,6,0,7,1,2,0,0,22,0,2,1633,35,30,0,31,6,0,6,0,1071.06,0,0,1719.06,0,613.83,200.29,3154.36,9,0,6,0,6,0,6,0,6,0,38465.85,0,4221.51,0,0,05,77.12,31,273.78,273.78,2790.12,2790.12,1976,51282.1800350646,45654.1168091168,154.425,18.0677999028655,1,1976
00024602,23,5,Q0,3,1,1,3,6,1,C0,0,6,11,0,1,1,0,0,22,0,2,1657,35,30,0,31,6,0,6,0,2610.73,0,0,980.13,0,821.59,198.69,4139.4,12,0,1,8,6,0,6,0,6,0,50606.92,712.27,5132.74,0,0,05,77.12,31,365,365,3590.86,3590.86,2570.58,51319.19,46186.45,154.425,23.2531002104582,1,2570.58
00024640,01,5,Q0,3,1,1,5,6,1,B0,0,6,9,4,1,2,0,0,22,0,6,1643,37,30,0,31,6,0,6,0,1071.06,0,0,1643.3,65.44,469.58,189.95,3589.36,12,0,1,228,6,0,6,0,6,0,20320.23,24473.4,3365.03,0,0,06,88.44,31,365,365,2714.36,2714.36,2054.83,44793.63,41428.6,163.125,16.639754789272,1,2054.83
00024640,06,5,Q0,3,1,1,5,6,1,B0,0,6,7,2,1,2,0,0,22,0,6,1643,37,30,0,31,6,0,6,0,1071.06,0,0,2136.86,196.03,559.09,201.19,2919.21,12,0,1,11,6,0,6,0,6,0,37491.47,930.72,3065.62,0,0,03,88.44,31,365,365,3207.92,3207.92,2447.64,38422.19,35356.57,163.125,19.6654099616858,1,2447.64
00024640,08,5,Q0,3,1,1,5,6,1,B0,0,6,17,2,1,2,0,0,22,0,6,1643,37,30,0,31,6,0,6,0,1071.06,0,0,2212.93,358.38,643.99,225.42,3563.51,12,0,1,8,6,0,6,0,6,0,42496.22,834.93,3238.18,0,0,04,88.44,31,365,365,3283.99,3283.99,2414.58,43331.15,40092.97,163.125,20.1317394636015,1,2414.58
00024640,11,5,Q0,3,1,1,5,6,1,B0,0,6,18,10,1,2,0,0,22,0,6,1643,37,30,0,31,6,0,6,0,1071.06,0,0,3369.06,1675.63,1065.63,171.11,4139.4,12,0,1,18,6,0,6,0,6,0,64028.51,1972.64,3295.7,0,0,05,88.44,31,365,365,4440.12,4440.12,3203.38,66001.15,62705.45,163.125,27.2191264367816,1,3203.38
00024640,12,5,Q0,3,1,1,5,6,1,B0,0,6,7,0,1,2,0,0,22,0,6,1643,37,30,0,31,6,0,6,0,1071.06,1215.75,0,1357.91,0,1018.96,171.64,2726.66,10,0,1,14,6,0,6,0,6,0,28748.26,956.66,2766.22,0,0,03,88.44,31,304.2,304.2,3644.72,2428.97,2454.12,35641.9980276134,32322.8977646285,163.125,22.3431111111111,1,2454.12
